pegy,insider,sentiment,vix,regime_code,time_of_day,regime,conviction,confidence,should_trade,expected_return
0.4452,0.4215,0.4103,48.94,1,0.3835,bear,0.3074,0.9999,0,-0.0107
0.3914,0.0275,0.0,56.62,1,0.1504,bear,0.1335,0.9841,0,-0.0033
0.731,0.9149,0.6403,11.47,0,0.9342,bull,0.9046,0.9935,1,0.064
0.3851,0.0,0.1466,47.9,1,0.1976,bear,0.1612,0.9874,0,-0.022
0.401,0.1683,0.5909,16.56,2,0.7276,sideways,0.4436,0.9851,0,-0.021
0.1057,0.1664,0.0,64.42,1,0.0485,bear,0.0945,0.9976,0,-0.0338
0.6824,0.7214,0.6337,16.06,0,0.1216,bull,0.8113,0.9994,1,0.0463
0.5295,0.0262,0.0,32.02,1,0.3671,bear,0.1881,0.9703,0,-0.0061
0.4823,0.6128,0.5753,16.82,2,0.6864,sideways,0.5971,0.9985,0,-0.0149
0.6922,1.0,0.8536,24.46,0,0.3375,bull,0.9595,0.9921,1,0.1087
0.7405,0.4961,0.7802,14.7,0,0.8192,bull,0.7981,0.9921,1,0.0577
0.2686,0.0,0.5522,44.5,1,0.1787,bear,0.2113,0.9746,0,-0.0241
0.8223,0.5288,0.8343,19.41,0,0.0175,bull,0.845,0.99,1,0.0894
0.7259,0.6172,0.6562,11.39,0,0.636,bull,0.8049,0.999,1,0.0606
0.2686,0.0849,0.0712,43.91,1,0.3572,bear,0.1456,0.996,0,-0.0143
0.5788,0.8661,1.0,19.81,0,0.7387,bull,0.9243,0.9846,1,0.0705
0.7425,1.0,0.5739,18.91,0,0.084,bull,0.906,0.9847,1,0.0522
1.0,0.6139,1.0,23.64,0,0.7268,bull,0.976,0.9834,1,0.0931
0.1921,0.289,0.264,40.98,1,0.4311,bear,0.2092,0.9992,0,-0.0266
0.6728,0.4779,0.8327,19.96,0,0.9719,bull,0.7745,0.9895,1,0.0697
0.3514,0.0794,0.3411,52.93,1,0.2441,bear,0.1996,0.9921,0,-0.0159
0.5178,0.4782,0.7494,24.26,2,0.8349,sideways,0.5998,0.9928,0,-0.0039
0.2425,0.5259,0.4767,19.18,2,0.5236,sideways,0.4709,0.9924,0,-0.0256
0.1368,0.2364,0.5229,39.09,1,0.0765,bear,0.2338,0.9866,0,-0.014
1.0,0.6406,0.7307,14.42,0,0.1468,bull,0.9237,0.9883,1,0.0578
0.2072,0.0521,0.147,79.44,3,0.6378,crisis,0.0436,0.998,0,0.0094
0.3023,0.6297,0.6303,16.81,2,0.3819,sideways,0.562,0.9881,0,-0.004
0.3143,0.0353,0.1741,79.05,3,0.0788,crisis,0.054,0.9935,0,-0.0047
0.2269,0.1749,0.2013,65.89,3,0.7493,crisis,0.0666,0.9998,0,-0.0084
0.2285,0.004,0.1982,47.69,1,0.0224,bear,0.1384,0.9951,0,-0.0056
0.0232,0.0093,0.2225,80.08,3,0.2569,crisis,0.0286,0.9953,0,-0.0011
0.5052,0.3576,0.217,46.15,1,0.8829,bear,0.2757,0.9931,0,0.0066
0.9147,0.5695,0.5803,23.63,2,0.4334,sideways,0.7049,0.9872,1,0.0415
0.9246,0.9016,0.8032,13.41,0,0.1916,bull,1.0,0.9986,1,0.0696
0.8599,0.7426,0.6393,9.35,0,0.3032,bull,0.893,0.9959,1,0.0918
0.0598,0.3099,0.4687,50.5,1,0.8542,bear,0.2116,0.9858,0,-0.0139
0.5626,0.8174,0.9301,12.14,0,0.799,bull,0.8951,0.9882,1,0.0892
0.9872,0.7678,0.6905,20.2,0,0.4729,bull,0.9416,0.9921,1,0.0736
0.3053,0.6218,0.4391,18.42,2,0.4369,sideways,0.5103,0.9916,0,-0.0163
0.4291,0.7105,0.7494,28.97,2,0.7783,sideways,0.6357,0.9898,0,0.0009
0.8199,0.4135,0.7219,25.78,0,0.6714,bull,0.7611,0.985,1,0.0435
0.5271,0.261,0.0,51.4,1,0.9097,bear,0.2165,0.9768,0,0.0027
0.2927,0.4966,0.0,31.14,1,0.2727,bear,0.238,0.9792,0,-0.008
0.3716,0.5213,0.4278,33.06,1,0.0187,bear,0.3327,0.9981,0,-0.0079
0.3901,0.0,0.2913,41.64,1,0.1298,bear,0.1942,0.9863,0,-0.0165
0.8248,0.4701,0.8125,17.8,0,0.5991,bull,0.8221,0.9865,1,0.0861
0.0377,0.0,0.1779,72.14,3,0.3182,crisis,0.0293,0.9971,0,0.019
0.8188,0.7116,0.7241,8.91,0,0.0181,bull,0.8933,0.9989,1,0.0899
0.7381,0.6843,0.7642,16.11,0,0.0637,bull,0.8552,0.9994,1,0.0362
0.8756,0.5307,0.7293,21.43,0,0.712,bull,0.8304,0.99,1,0.1017
0.2449,0.5045,0.5409,12.46,2,0.5879,sideways,0.4914,0.9913,0,-0.002
0.3174,0.2888,0.1165,49.13,1,0.3288,bear,0.2011,0.9961,0,-0.0016
0.7691,0.5972,0.6846,16.1,0,0.9299,bull,0.8129,0.9975,1,0.0636
0.8857,0.6039,0.5672,16.8,0,0.3406,bull,0.8205,0.9899,1,0.0546
0.8676,0.7015,0.8482,9.93,0,0.4444,bull,0.9406,0.9973,1,0.091
0.1951,0.0059,0.1278,39.56,1,0.7426,bear,0.128,0.9969,0,0.0024
0.6644,0.4457,0.7697,15.15,0,0.6977,bull,0.7506,0.9909,1,0.0403
0.2758,0.4452,0.4341,50.84,1,0.2557,bear,0.279,0.997,0,-0.0218
1.0,0.9103,0.8276,9.18,0,0.8523,bull,1.0,0.9975,1,0.119
0.0999,0.1209,0.0,62.59,3,0.6314,crisis,0.0367,0.9986,0,-0.0056
0.4509,0.387,0.4302,44.35,1,0.3453,bear,0.3097,0.9996,0,-0.0141
0.7933,0.8643,0.7507,21.05,0,0.9849,bull,0.9239,0.9989,1,0.0805
0.603,0.6979,0.7659,14.59,0,0.2918,bull,0.8163,0.9978,1,0.0889
0.8708,0.4138,0.9802,5.0,0,0.6745,bull,0.8889,0.9699,1,0.1208
0.7069,0.6621,0.741,16.93,0,0.6249,bull,0.8286,0.9995,1,0.0657
0.73,0.9618,0.8348,10.21,0,0.3516,bull,0.9786,0.9955,1,0.1105
0.3786,0.1409,0.4584,43.42,1,0.9958,bear,0.2487,0.9909,0,-0.0122
0.7127,0.2144,0.671,18.57,0,0.9734,bull,0.6532,0.9745,0,-0.0102
0.1072,0.4429,0.2403,32.78,1,0.4908,bear,0.2282,0.9905,0,0.0121
0.592,0.8759,0.6346,15.68,0,0.9212,bull,0.8343,0.9922,1,0.0488
0.5641,0.8044,0.8108,20.72,0,0.6071,bull,0.842,0.9934,1,0.0677
0.8331,0.5403,0.585,13.21,2,0.097,sideways,0.6884,0.9917,0,-0.0161
0.828,0.6832,0.7782,10.92,0,0.9921,bull,0.8987,0.9982,1,0.0822
0.3178,0.0139,0.4285,28.0,1,0.1786,bear,0.2202,0.9846,0,-0.0082
1.0,0.8361,0.8511,10.51,0,0.7775,bull,1.0,0.9973,1,0.1354
0.7065,0.3735,0.4288,26.27,2,0.4011,sideways,0.5418,0.9894,0,0.008
0.1103,0.0493,0.2712,23.29,1,0.7513,bear,0.1615,0.9956,0,-0.0098
0.4779,0.0,0.3254,39.18,1,0.5992,bear,0.2212,0.9801,0,0.0064
0.6645,1.0,0.6604,18.86,0,0.3632,bull,0.9041,0.9873,1,0.0859
0.7293,0.5419,0.7985,12.8,0,0.8848,bull,0.8185,0.9941,1,0.0499
0.2973,0.2321,0.2144,71.08,3,0.7618,crisis,0.0767,0.9994,0,-0.0119
0.7127,0.7674,0.8463,14.85,0,0.5356,bull,0.9008,0.9985,1,0.0643
0.8641,0.7067,0.5339,5.0,0,0.8591,bull,0.8593,0.9909,1,0.0778
0.1756,0.3362,0.1449,46.33,1,0.4639,bear,0.1892,0.9965,0,-0.0138
0.7628,0.6425,0.7021,20.12,2,0.4495,sideways,0.7169,0.9988,1,0.0598
0.1592,0.3704,0.1427,61.03,3,0.1776,crisis,0.0759,0.9946,0,-0.03
1.0,0.7957,0.8316,22.45,0,0.5327,bull,0.9924,0.996,1,0.0654
0.6962,0.6528,0.8613,11.54,0,0.464,bull,0.8656,0.996,1,0.0491
0.5684,0.9299,0.6386,12.24,0,0.9073,bull,0.8519,0.9878,1,0.0831
0.6452,0.359,0.5127,14.72,0,0.6531,bull,0.641,0.9932,0,-0.005
0.1298,0.2146,0.0,59.55,3,0.4103,crisis,0.0492,0.9961,0,0.0125
0.4849,0.4038,0.1681,42.62,1,0.6189,bear,0.2763,0.991,0,-0.01
0.9472,0.7806,0.8289,14.16,0,0.6199,bull,0.9824,0.9976,1,0.1123
0.1802,0.1566,0.0757,73.86,3,0.5996,crisis,0.0478,0.999,0,-0.0208
0.494,0.5133,0.1393,18.85,2,0.9455,sideways,0.4588,0.9852,0,-0.0218
0.8248,0.8274,0.686,17.75,0,0.2499,bull,0.9091,0.9978,1,0.0937
0.2655,0.5569,0.155,59.71,1,0.4719,bear,0.2421,0.9856,0,-0.0123
0.6235,0.6297,0.5851,18.92,0,0.3703,bull,0.7404,0.9998,1,0.016
0.7084,0.3596,0.6255,20.12,2,0.8835,sideways,0.5966,0.9889,0,-0.0073
0.2115,0.3206,0.327,30.42,1,0.5521,bear,0.242,0.9986,0,-0.0196
0.4189,0.3868,0.6879,20.04,2,0.8503,sideways,0.5336,0.9909,0,-0.0178
0.6764,0.5991,0.7068,9.62,0,0.3691,bull,0.7991,0.999,1,0.0436
0.615,0.5278,0.4771,20.01,2,0.1752,sideways,0.5821,0.9984,0,-0.0105
0.1291,0.2276,0.1943,59.28,3,0.9214,crisis,0.065,0.9992,0,-0.0113
0.5241,0.8271,0.8651,11.95,0,0.293,bull,0.8668,0.9884,1,0.071
0.1833,0.6459,0.6065,25.75,2,0.207,sideways,0.5117,0.9781,0,0.0049
0.1164,0.4276,0.5959,30.05,1,0.245,bear,0.292,0.9803,0,-0.0117
0.2455,0.4211,0.0,63.16,1,0.9897,bear,0.1787,0.9851,0,-0.0111
0.6374,0.491,0.5738,8.39,2,0.9728,sideways,0.6194,0.9982,0,-0.0138
0.4272,0.3077,0.0,45.61,1,0.1112,bear,0.2114,0.9838,0,-0.0182
0.1642,0.0,0.4237,56.13,1,0.3313,bear,0.1547,0.9848,0,0.0112
0.0026,0.2651,0.2333,69.19,3,0.1593,crisis,0.0555,0.9932,0,-0.0192
0.1371,0.1445,0.3405,58.6,1,0.9625,bear,0.1622,0.9956,0,0.0011
0.5077,0.5422,0.9449,11.34,0,0.0323,bull,0.7868,0.9803,1,0.0562
0.0442,0.4806,0.0,28.57,1,0.8671,bear,0.1852,0.9765,0,0.0005
0.342,0.1064,0.1453,84.08,3,0.8622,crisis,0.0584,0.9947,0,-0.0071
0.694,0.6029,0.515,16.16,0,0.4171,bull,0.7401,0.9973,1,0.0462
0.6843,0.4996,0.6149,18.09,0,0.716,bull,0.7265,0.9971,1,0.0629
0.7009,0.6135,0.622,19.68,0,0.7766,bull,0.7708,0.9992,1,0.0548
0.3552,0.3217,0.2385,33.35,1,0.5342,bear,0.2539,0.9988,0,-0.02
0.9192,0.5549,0.6884,9.33,0,0.4808,bull,0.8629,0.9887,1,0.0483
0.3846,0.7533,0.5987,17.37,2,0.293,sideways,0.615,0.9886,0,0.0008
0.7272,0.9709,1.0,20.14,0,0.8223,bull,1.0,0.9925,1,0.1019
0.6049,0.5023,0.2246,16.73,2,0.3634,sideways,0.5132,0.9871,0,-0.0195
0.3985,0.7691,0.6683,22.2,2,0.5116,sideways,0.634,0.9878,0,-0.0019
0.0162,0.3956,0.4879,22.6,1,0.4286,bear,0.2531,0.9792,0,-0.0023
0.5364,0.306,0.9489,9.96,0,0.146,bull,0.7188,0.9646,1,0.0294
0.8984,0.639,0.723,13.99,0,0.8252,bull,0.8866,0.9942,1,0.0843
0.466,0.5171,0.4245,21.76,2,0.1118,sideways,0.5184,0.9993,0,-0.0069
1.0,0.6237,0.7224,16.19,0,0.4129,bull,0.9124,0.9873,1,0.1018
0.5863,0.7207,0.3738,13.64,0,0.913,bull,0.7073,0.9898,1,0.0629
0.3911,0.5265,0.4207,15.7,2,0.2101,sideways,0.5069,0.9983,0,-0.0003
0.5932,0.7586,0.7963,10.74,0,0.642,bull,0.8493,0.9961,1,0.073
0.6098,0.8044,0.5528,13.3,0,0.8992,bull,0.7963,0.9942,1,0.0542
0.4669,0.278,0.491,50.55,1,0.2447,bear,0.2943,0.9955,0,-0.0045
0.7002,0.9042,0.6966,6.35,0,0.2953,bull,0.9153,0.9953,1,0.0788
0.368,0.0,0.123,32.69,1,0.7874,bear,0.1695,0.9883,0,-0.0021
0.5509,0.2081,0.4063,50.06,1,0.5682,bear,0.2829,0.9901,0,0.0055
0.2021,0.206,0.2318,45.75,1,0.7613,bear,0.1832,0.9999,0,0.015
0.7546,0.5291,0.5768,21.26,0,0.2884,bull,0.7445,0.9953,1,0.0317
0.8495,0.5641,0.56,18.03,0,0.3709,bull,0.7901,0.9908,1,0.0454
0.8138,0.7999,0.8319,13.66,0,0.2912,bull,0.9448,0.9999,1,0.1027
0.0577,0.0,0.2207,76.66,3,0.1583,crisis,0.0323,0.9956,0,-0.0161
0.0793,0.0,0.3103,61.49,1,0.4753,bear,0.1114,0.9913,0,-0.0114
0.2458,0.2451,0.7358,52.52,1,0.2949,bear,0.2817,0.9733,0,-0.0193
0.5042,0.5499,0.3415,23.8,2,0.6951,sideways,0.5159,0.996,0,-0.0182
0.5234,0.7152,0.7377,14.99,0,0.2923,bull,0.786,0.9954,1,0.0419
0.6562,0.9257,0.8162,10.22,0,0.6368,bull,0.9353,0.9939,1,0.048
0.6128,0.7315,0.6552,11.45,0,0.2117,bull,0.8049,0.9988,1,0.0492
0.7391,0.8569,0.7499,15.31,0,0.5842,bull,0.9123,0.9986,1,0.078
0.6751,0.8788,0.8614,25.23,0,0.7211,bull,0.9127,0.9957,1,0.0948
0.4252,0.3643,0.6429,15.93,2,0.9961,sideways,0.5237,0.9928,0,-0.0019
0.186,0.3198,0.088,52.8,1,0.6185,bear,0.1712,0.9955,0,-0.0223
0.7909,0.6604,0.7653,13.02,0,0.3442,bull,0.8708,0.9984,1,0.0658
0.7732,0.4996,0.5988,13.21,0,0.8526,bull,0.761,0.9936,1,0.0442
0.5992,0.8848,0.6998,13.87,0,0.3744,bull,0.8618,0.993,1,0.0458
0.8107,0.8641,0.3829,26.13,2,0.4852,sideways,0.709,0.9768,1,0.04
0.9906,0.7672,0.765,5.0,0,0.5252,bull,0.9902,0.9944,1,0.0805
0.7531,0.7397,0.5678,11.36,0,0.8971,bull,0.8312,0.9964,1,0.0773
0.5425,0.7267,0.9357,16.93,0,0.9469,bull,0.8502,0.9871,1,0.0768
0.447,0.5356,1.0,12.0,0,0.3093,bull,0.7783,0.9706,1,0.0809
0.6584,0.6444,0.8273,15.5,0,0.2783,bull,0.8331,0.9965,1,0.0742
0.3772,0.3296,0.3671,17.34,2,0.7893,sideways,0.4278,0.9998,0,-0.0123
0.4556,0.2675,0.3969,46.42,1,0.3565,bear,0.2776,0.9969,0,-0.0212
0.3026,0.2762,0.452,34.31,1,0.9127,bear,0.2696,0.997,0,-0.0304
0.1676,0.2031,0.1321,75.28,3,0.84,crisis,0.0544,0.9996,0,-0.0012
0.4312,0.4582,0.5119,13.9,2,0.7831,sideways,0.5239,0.9994,0,-0.0115
0.2904,0.5774,0.2404,47.0,1,0.2284,bear,0.28,0.989,0,-0.0008
0.6244,0.9751,1.0,14.86,0,0.6642,bull,0.9862,0.9853,1,0.0865
0.9941,0.8591,0.7623,22.13,0,0.0988,bull,0.9928,0.9955,1,0.125
0.6996,0.7497,0.8365,15.14,0,0.0672,bull,0.8869,0.9984,1,0.0496
0.1593,0.0,0.3986,33.16,1,0.5348,bear,0.1734,0.9866,0,-0.0081
0.7748,0.7142,0.2244,13.61,2,0.8726,sideways,0.6324,0.9696,0,-0.0178
0.0331,0.0,0.1489,82.05,3,0.056,crisis,0.0222,0.998,0,-0.0005
0.2288,0.1956,0.3711,43.92,1,0.248,bear,0.213,0.9971,0,-0.0019
0.8146,0.6247,0.4715,22.5,0,0.7394,bull,0.7658,0.9902,1,0.0394
0.3536,0.0,0.2977,46.0,1,0.6508,bear,0.1831,0.988,0,-0.0085
1.0,0.5738,0.8731,17.62,0,0.6896,bull,0.9361,0.984,1,0.0736
0.4209,0.2171,0.475,64.61,1,0.0402,bear,0.2543,0.9938,0,-0.0085
0.2578,0.4603,0.5793,36.17,1,0.552,bear,0.3192,0.9912,0,-0.0145
0.8513,0.6736,0.6069,17.7,0,0.19,bull,0.8425,0.9947,1,0.0819
0.4498,0.5092,0.4135,14.52,2,0.0637,sideways,0.5193,0.9992,0,-0.015
0.1574,0.0,0.1076,75.88,3,0.5226,crisis,0.0331,0.9978,0,0.0019
0.7031,0.4508,0.7186,12.17,0,0.2276,bull,0.7562,0.9925,1,0.0623
0.2493,0.0,1.0,46.42,1,0.5813,bear,0.2836,0.9097,0,-0.0091
0.0688,0.0,0.2816,48.36,1,0.5369,bear,0.1179,0.9928,0,-0.003
0.5356,0.3221,0.1243,19.5,2,0.3189,sideways,0.4092,0.9859,0,-0.0153
0.1106,0.4156,0.0,51.17,1,0.1964,bear,0.1618,0.9846,0,-0.0241
0.7701,0.8868,0.6993,23.45,0,0.0834,bull,0.9047,0.997,1,0.1193
0.7856,0.8083,0.9091,17.72,0,0.5424,bull,0.9532,0.9986,1,0.0994
0.6714,0.3625,0.5415,26.91,0,0.4872,bull,0.6385,0.992,0,-0.0068
0.2631,0.5027,0.1501,50.83,1,0.5817,bear,0.2387,0.9892,0,-0.0092
0.569,0.4495,0.3553,15.89,2,0.1115,sideways,0.5206,0.9962,0,-0.0178
0.4996,0.2666,0.3129,20.68,2,0.7774,sideways,0.427,0.9949,0,-0.0113
0.7785,0.691,1.0,15.63,0,0.8058,bull,0.94,0.9915,1,0.0804
0.3152,0.454,0.2901,51.85,1,0.4563,bear,0.2628,0.9974,0,-0.006
0.7064,0.7222,0.9898,16.22,0,0.7546,bull,0.922,0.9915,1,0.0647
0.2521,0.0,0.3275,58.12,1,0.4926,bear,0.1542,0.9902,0,-0.0234
0.7725,0.8971,0.9137,21.4,0,0.5073,bull,0.9743,0.998,1,0.0575
0.3757,0.0,0.1003,53.21,1,0.9514,bear,0.1456,0.9874,0,-0.0084
0.859,0.5142,0.971,18.44,0,0.8673,bull,0.8936,0.9811,1,0.0965
0.588,0.9343,0.7026,11.94,0,0.2753,bull,0.8791,0.9896,1,0.0883
0.3875,0.0806,0.7113,63.14,1,0.3088,bear,0.2615,0.9669,0,-0.0039
0.3646,0.316,0.0,46.13,1,0.9772,bear,0.1995,0.9869,0,-0.009
0.0924,0.1036,0.0,64.03,3,0.4876,crisis,0.0338,0.9989,0,-0.0008
1.0,0.5113,0.7774,20.49,0,0.9744,bull,0.8821,0.98,1,0.066
0.4014,0.2432,0.5381,32.18,1,0.1631,bear,0.3008,0.9927,0,-0.021
0.7919,0.7192,0.7416,17.88,0,0.432,bull,0.8762,0.9995,1,0.0566
0.5446,0.6,0.6918,13.58,0,0.9253,bull,0.7428,0.9982,1,0.0739
0.4156,0.3566,0.3444,40.66,1,0.6379,bear,0.2847,0.9995,0,-0.0185
0.1204,0.1111,0.2914,33.45,1,0.1827,bear,0.1695,0.9966,0,-0.0083
0.4708,0.4404,0.6742,7.7,2,0.7629,sideways,0.5804,0.9946,0,-0.0138
0.3971,0.7477,0.8643,8.24,0,0.5018,bull,0.8017,0.9803,1,0.0359
0.4953,0.7127,0.6989,13.61,0,0.5304,bull,0.7667,0.9951,1,0.046
0.604,0.9264,0.7909,9.08,0,0.3001,bull,0.9122,0.9913,1,0.0684
0.1692,0.5312,0.4422,43.74,1,0.571,bear,0.2835,0.9881,0,0.0071
0.9678,0.6539,0.6884,13.19,0,0.1564,bull,0.9071,0.9901,1,0.0624
0.7601,0.349,0.6302,23.45,2,0.7858,sideways,0.6051,0.9853,0,-0.013
0.7715,0.2661,0.488,17.55,2,0.6101,sideways,0.557,0.9786,0,-0.0004
0.803,0.3545,0.9359,17.43,0,0.9567,bull,0.8109,0.9691,1,0.0415
0.115,0.0,0.1329,76.5,3,0.6535,crisis,0.0309,0.9983,0,-0.0133
0.4324,0.2581,0.5506,10.38,2,0.7798,sideways,0.4792,0.9928,0,-0.0097
0.4801,0.7101,0.7491,17.02,0,0.9328,bull,0.7691,0.993,1,0.0711
0.4571,0.0,0.2884,65.11,1,0.8562,bear,0.1831,0.9822,0,-0.0088
0.6253,0.6841,0.6925,9.12,0,0.145,bull,0.8076,0.9996,1,0.0789
0.8377,0.4331,0.736,12.17,0,0.3539,bull,0.8015,0.9852,1,0.0283
0.2878,0.3101,0.4912,17.71,2,0.4497,sideways,0.4256,0.9958,0,-0.0196
0.2412,0.3995,0.3713,55.02,1,0.3935,bear,0.2468,0.9976,0,-0.0123
0.5404,0.3196,0.2022,45.93,1,0.7622,bear,0.2728,0.9902,0,-0.0225
0.2541,0.336,0.4223,40.9,1,0.9687,bear,0.2599,0.9976,0,0.0173
0.7242,0.3643,0.932,18.04,0,0.8054,bull,0.7849,0.9725,1,0.0616
0.1035,0.209,0.3119,77.02,3,0.767,crisis,0.0619,0.9964,0,-0.0247
0.232,0.7769,0.6021,14.5,0,0.7043,bull,0.6687,0.9742,0,-0.0181
0.6179,0.5469,0.6488,18.88,0,0.7167,bull,0.7283,0.9991,1,0.0571
0.5688,0.4857,0.8069,20.26,0,0.3735,bull,0.7333,0.9907,1,0.0674
0.5996,0.8979,0.4836,13.99,0,0.7909,bull,0.804,0.9848,1,0.0705
0.4382,1.0,0.949,18.24,0,0.56,bull,0.9101,0.9678,1,0.0627
0.7398,0.8581,0.5816,14.1,0,0.215,bull,0.8667,0.9936,1,0.0915
0.0758,0.3165,0.0,35.56,1,0.8564,bear,0.15,0.9909,0,-0.015
0.827,0.5598,0.7688,11.56,0,0.2431,bull,0.8521,0.9934,1,0.0598
0.9376,0.47,0.8639,14.99,0,0.4797,bull,0.8806,0.9789,1,0.0646
0.3174,0.3281,0.3892,19.25,2,0.4699,sideways,0.4121,0.9995,0,-0.004
0.12,0.115,0.1416,79.77,3,0.046,crisis,0.0409,0.9999,0,-0.0036
0.092,0.1936,0.5455,31.84,1,0.6878,bear,0.227,0.9811,0,-0.0093
0.1329,0.065,0.3091,75.37,3,0.487,crisis,0.0521,0.9947,0,0.0051
0.7508,0.7921,0.6634,12.17,0,0.6067,bull,0.8745,0.9986,1,0.0831
0.8142,0.8196,0.8065,8.32,0,0.1014,bull,0.9537,1.0,1,0.0746
0.4275,0.0,0.3585,43.88,1,0.276,bear,0.2114,0.9824,0,-0.0015
0.8125,0.5672,0.6436,12.39,0,0.9236,bull,0.8122,0.9947,1,0.074
0.4047,0.7315,0.6175,15.95,0,0.1343,bull,0.7145,0.9908,1,0.0498
0.2507,0.466,0.5233,20.44,2,0.3245,sideways,0.4652,0.9931,0,-0.0112
0.3169,0.3397,0.2933,22.77,2,0.4138,sideways,0.3861,0.9998,0,-0.0112
0.7422,0.3589,0.745,18.17,0,0.1504,bull,0.7352,0.9836,1,0.0102
0.6697,0.3859,0.687,10.5,0,0.2,bull,0.7161,0.9905,1,0.0508
0.7754,0.9583,0.7419,16.69,0,0.2452,bull,0.9551,0.9955,1,0.0799
0.1345,0.417,0.5487,52.06,1,0.7628,bear,0.2622,0.9851,0,-0.0087
0.6039,0.9283,0.8369,25.12,0,0.531,bull,0.8984,0.9907,1,0.0566
0.8794,0.8098,0.6987,21.82,0,0.0219,bull,0.9185,0.9972,1,0.0917
0.3595,0.4822,0.3577,17.66,2,0.068,sideways,0.4654,0.9983,0,-0.003
0.6484,0.5332,0.3875,21.91,2,0.7114,sideways,0.5685,0.9943,0,-0.0028
0.4542,0.7233,0.7215,19.77,0,0.8534,bull,0.7521,0.992,1,0.0581
0.1984,0.0777,0.1502,84.44,3,0.4458,crisis,0.0431,0.9988,0,-0.0106
0.5262,0.2696,0.4897,9.94,2,0.1841,sideways,0.4963,0.9936,0,-0.0152
0.3095,0.4034,0.1002,48.74,1,0.4608,bear,0.2211,0.992,0,0.0047
0.6539,0.3906,0.7935,9.04,0,0.6777,bull,0.7454,0.986,1,0.0327
0.6385,0.7815,0.3499,16.31,2,0.2554,sideways,0.639,0.9839,0,-0.0144
0.4178,0.79,0.4204,18.06,2,0.0231,sideways,0.5904,0.9847,0,0.0062
0.8365,0.8972,0.6141,12.35,0,0.4108,bull,0.9259,0.9926,1,0.0644
0.8702,0.945,0.66,13.18,0,0.4864,bull,0.9658,0.9927,1,0.0867
0.5179,0.5652,0.866,10.62,0,0.5284,bull,0.7768,0.9881,1,0.0572
0.0192,0.1284,0.0937,62.78,3,0.5123,crisis,0.0371,0.999,0,-0.0021
0.877,0.5061,0.7176,15.22,0,0.4372,bull,0.8297,0.9885,1,0.0296
0.5404,0.9573,0.5902,21.29,0,0.5042,bull,0.8222,0.9827,1,0.0375
0.5988,0.4533,0.4744,29.28,2,0.7901,sideways,0.5403,0.9979,0,-0.0225
0.3892,0.3607,0.9709,34.23,1,0.5748,bear,0.3965,0.9605,0,-0.0163
0.4224,0.2099,0.2074,54.58,1,0.7344,bear,0.2168,0.9949,0,-0.0127
0.1662,0.3952,0.3751,41.87,1,0.9742,bear,0.2446,0.9946,0,-0.0136
0.3628,0.6088,0.446,16.15,2,0.5318,sideways,0.5287,0.9948,0,-0.0229
0.5588,0.4237,0.1981,13.98,2,0.8463,sideways,0.4733,0.9889,0,-0.0123
0.7192,0.6513,0.6926,7.62,0,0.9225,bull,0.8313,0.9996,1,0.0488
0.4776,0.4572,0.4156,49.9,1,0.9929,bear,0.3216,0.9997,0,-0.001
0.3319,0.5049,0.332,14.49,2,0.7671,sideways,0.4623,0.9967,0,-0.0063
0.442,0.2112,0.6298,47.12,1,0.2769,bear,0.3029,0.9853,0,-0.0178
0.137,0.4536,0.3257,51.76,1,0.8805,bear,0.2317,0.9915,0,-0.0366
0.5367,0.4232,0.2909,19.69,2,0.6504,sideways,0.4812,0.995,0,0.0009
1.0,0.7484,0.6436,11.15,0,0.6478,bull,0.9415,0.9888,1,0.1076
0.6005,0.8245,0.7941,15.92,0,0.5277,bull,0.8649,0.9951,1,0.0416
0.2465,0.0,0.1824,54.17,1,0.8202,bear,0.1318,0.9945,0,0.0023
0.3321,0.1359,0.6176,39.16,1,0.0215,bear,0.2702,0.9804,0,-0.0214
0.4045,0.3415,0.1915,46.0,1,0.0064,bear,0.2469,0.996,0,-0.0056
0.5306,0.5688,0.4241,22.63,2,0.0189,sideways,0.5519,0.9981,0,-0.0098
0.6792,0.6508,0.7353,7.77,0,0.4271,bull,0.8294,0.9994,1,0.0531
0.7597,0.4298,0.657,26.92,0,0.2229,bull,0.7253,0.9905,1,0.0225
0.2424,0.0833,0.2766,36.85,1,0.3266,bear,0.1831,0.9965,0,-0.0124
0.1922,0.461,0.3163,34.97,1,0.6654,bear,0.2608,0.994,0,-0.0016
0.3563,0.2654,0.4995,29.54,2,0.5744,sideways,0.4171,0.9954,0,-0.0283
0.5504,0.8505,0.6537,18.06,0,0.8803,bull,0.8126,0.9922,1,0.0458
0.5213,0.7617,0.3208,25.12,2,0.1526,sideways,0.5774,0.9838,0,-0.0032
0.2766,0.5838,0.5109,20.46,2,0.2061,sideways,0.5052,0.9914,0,-0.0066
0.6974,0.714,0.7862,18.73,0,0.0262,bull,0.8532,0.9993,1,0.0401
0.4936,0.0189,0.4523,45.79,1,0.8447,bear,0.2437,0.977,0,-0.0228
0.5792,0.3582,0.6603,16.45,2,0.5401,sideways,0.5716,0.9918,0,-0.0249
0.3034,0.1772,0.2367,66.49,3,0.3275,crisis,0.0761,0.9987,0,-0.0289
1.0,0.6987,0.8237,18.28,0,0.2301,bull,0.9638,0.9924,1,0.0861
